Title;Date;URL;Likes;Comments;Clicks;Shares;Impressions;Engagement;Vid. Views;Viewers;Time Watched;Type
"Durante más de un mes nos propusimos llegar a más personas que nos acompañen a cumplir nuestro objetivo de este año: construir 1.000 viviendas en barrios populares de Argentina. 

Como todo nuestro trabajo, esta campaña se hizo de manera colaborativa con los colegios secundarios que sumaron a construir viviendas de emergencia ⬇️

Gracias a toda la comunidad educativa de:
💙 @Secundaria Los Médanos 
💙 @IES Abroad 
💙 @Colegio Santa Teresa de Jesús - Palermo

Y gracias a @Chiara Prioletta por acompañar a cada una de las instituciones.

Si vos querés sumarte a esta transformación podes hacerte socio/a en https://lnkd.in/djhy5VKV 

#equipoTECHO #recaudaciondefondos #secundarios";2025-06-19 17:24;"https://www.linkedin.com/feed/update/urn:li:share:7341561526186602497";19;0;16;2;930;"3.98";;;;"image"
"En TECHO creemos que la confianza se construye con acciones concretas. Por eso, agradecemos especialmente a @Brink's Argentina por ser un aliado clave en nuestra campaña de recaudación 2025.

Su compromiso fue fundamental para garantizar la logística y transparencia en el manejo de los recursos, haciendo posible que cada aporte llegue a donde más se necesita.

💙Gracias por ser parte de esta red que construye soluciones reales frente a la emergencia habitacional. Porque cuando sumamos capacidades, el impacto es mucho mayor.

#campañaderecaudación #donaciones #brinks #TECHO";2025-06-19 13:05;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7341496289265618944";15;0;38;2;866;"6.35";982;848;10;"video"
"En @TECHO \| TETO creemos en el poder de la articulación: cuando el sector privado, la sociedad civil y las comunidades trabajan en conjunto, se generan cambios reales y sostenibles. 

🫱🏼‍🫲🏽 Por eso impulsamos el voluntariado corporativo como una herramienta para conectar a las empresas con el propósito social y la transformación territorial. 

➡️ Si querés que tu empresa también sea parte del cambio, te invitamos a sumarte completando este formulario: https://lnkd.in/e6ER_F3X

➡️ Si ya participaste de esta experiencia contanos en comentarios 💬";2025-06-12 08:54;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7338896497318531072";24;0;398;4;1888;"22.56";;;;"document"
"📢 Nos sumamos a @Smart City Expo Santiago del Estero como institución colaboradora

Los próximos 25 y 26 de junio, Santiago del Estero será nuevamente sede de un evento clave sobre innovación urbana. Un espacio que reúne a líderes de gobiernos, organizaciones sociales, instituciones académicas y empresas para repensar el futuro de nuestras ciudades.

Desde @TECHO - Argentina nos sumamos para difundir y potenciar este nodo de encuentro, convencidos de que solo con más diálogo, colaboración y participación activa lograremos ciudades verdaderamente inclusivas, sostenibles y centradas en las personas.

Celebramos esta oportunidad de ser parte del impulso colectivo hacia un país más justo, donde nadie viva sobre un piso de tierra.

#SmartCityExpoSDE #CiudadesParaTodos #InnovaciónSocial #DesarrolloUrbano #TECHO #Colaboración #SociedadCivil";2025-06-11 13:16;"https://www.linkedin.com/feed/update/urn:li:share:7338599951138013185";16;0;15;1;916;"3.49";;;;"image"
"Celebramos el encuentro del #RetailDay2025 🫱🏼‍🫲🏽

Fuimos parte de una emocionante edición del #RetailDay – @WebRETAIL, junto a @Desarrollo Rizoma, en el evento más importante del sector retail en la región. 

💙 Queremos agradecer a @Desarrollo Rizoma por garantizarnos un espacio en este encuentro, que nos permitió seguir generando alianzas para lograr un cambio real en los barrios donde trabajamos.

➡️ Durante la jornada, compartimos nuestro trabajo de más de 20 años en los barrios populares de Argentina, donde soñamos con que nadie viva sobre un piso de tierra. Pudimos conversar con marcas, sumar aliados y fortalecer nuestras redes para transformar realidades.

Gracias a todos los que nos acompañaron y a quienes se acercaron a nuestro stand. 

Si queres que tu empresa también sea parte del cambio, te invitamos a sumarte completando este formulario: https://lnkd.in/e6ER_F3X
O envíanos un 📧 mail a empresas.argentina@techo.org. 

@Luciana Santos @Ariana Dirazar @Luz Romo @Laura Garzón Díaz
#RetailDay #ImpactoSocial #RSE #RecaudaciónDeFondos #FaceToFace #Techo #Rizoma";2025-05-13 10:58;"https://www.linkedin.com/feed/update/urn:li:share:7328055968934637568";7;1;13;3;1414;"1.7";;;;"article"
"🏪 Mañana estaremos en una nueva edición del #RetailDay – @WebRETAIL, junto a @Desarrollo Rizoma, participando del evento más importante del sector retail en la región.

📍Encontrá nuestro stand en el @Centro de Convenciones Buenos Aires, donde vamos a compartir el trabajo que realizamos hace más de 20 años en los barrios populares de Argentina, con el sueño de que nadie viva sobre un piso de tierra.

💬 Vamos a estar conversando con marcas, sumando aliados y construyendo redes para transformar realidades.

👉  ¿Vas a estar ahí? Contanos en los comentarios así nos encontramos.

#TECHOArgentina #RetailDay ";2025-05-06 14:30;"https://www.linkedin.com/feed/update/urn:li:share:7325567105020358656";26;0;53;3;1168;"7.02";;;;"image"
"¿Por qué donar a TECHO? Conocé a Cristian 💙 para entender el valor de una vivienda digna. 

Su historia es una de las tantas que queremos multiplicar y para eso necesitamos tu apoyo.

Entrá a https://lnkd.in/djhy5VKV para sumarte con tu donación mensual 🏡";2025-04-30 09:18;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7323319569748508672";21;0;27;3;1089;"4.68";376;326;11;"video"
"¿Todavía no te sumaste a #BuenosAiresRun? ⬇️

Este 11 de mayo podes sumar kilómetros y correr por una causa enorme:
que ninguna familia más viva sobre un piso de tierra.

Además, si te sumas a nuestra comunidad de socios y socias tenés un descuento para la inscripción. Asociate a nuestra comunidad https://lnkd.in/dbHVJFK5 💙🏡🫱🏼‍🫲🏽";2025-04-29 15:45;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7323054958642130944";0;0;0;0;67;"0";;;;"text"
"Seguimos trabajando para fortalecer nuestra comunidad 💙

🫱🏼‍🫲🏽 Cuando hablamos de comunidad no solo pensamos en los vecinos y vecinas de los barrios donde trabajamos, de los voluntarios y voluntarias que participan de cada actividad, sino también de todos aquellos actores con los que construimos alianzas para hacer sostenible nuestro trabajo.

🥳 Hoy celebramos ser parte de @Comunidad Club Triple Impacto, que nos garantiza el acceso a @Bonda, una comunidad de beneficios para todos aquellos que son socios y socias de @TECHO - Argentina, aportando una donación mensual.

Con tu donación, también estás construyendo todos los días 💙
Asociate a TECHO en este link https://lnkd.in/dH24TxST y ayudanos a construir la Argentina que queremos.

#TECHO #Vivienda #SociosTECHO #ComunidadTECHO";2025-04-23 12:43;"https://www.linkedin.com/feed/update/urn:li:share:7320834644214530049";16;3;92;4;2792;"4.12";;;;"article"
"Hola red, si respondiste esta encuesta tenemos un mensaje para vos!

1️⃣Si ya participaste podes compartir nuestra red para que más personas se sumen ➡️ https://lnkd.in/dV3MFvjq

2️⃣Si te gustaría sumarte, tenemos distintas modalidades:
💼Con tu equipo de trabajo https://lnkd.in/dTQr4qw4 
📖Con un colegio secundario https://lnkd.in/eFzrqB4r
👨‍👩‍👧‍👦Con tu familia/amigos https://lnkd.in/dRNTXkRS

3️⃣Si sentis que no tenes tiempo pero aún así querés ser parte, podes asociarte y sumar tu donación mensual ➡️ https://lnkd.in/def77EFa";2025-04-16 16:46;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7318359055310192641";0;0;14;1;460;"3.26";;;;"text"
"💙 Si trabajás en un colegio o conocés a alguien que pueda estar interesado en vivir esta experiencia con sus estudiantes completa/compartí este formulario ➡️https://lnkd.in/eFzrqB4r";2025-04-14 09:42;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7317527738553098242";7;0;22;2;425;"7.29";;;;"text"
"Hola red, charlemos un rato 👋🏼

Queremos saber que tiempo le dedicamos a formar parte de otras experiencias como el voluntariado 🫱🏼‍🫲🏽

#voluntariado #voluntarios ";2025-04-10 08:39;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7316062169765175297";8;0;201;1;4511;"4.66";;;;"poll"
"";2025-04-09 10:01;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7315720604769263616";32;2;47;6;2213;"3.93";;;;
"Un evento con impacto social 🏃🏼‍♀️ ¡Llega la carrera UE Buenos Aires Run! 🎉

En su edición 2025, parte de lo recaudado se destinará a  @TECHO - Argentina, que también participará activamente en las actividades del evento. A través de propuestas interactivas, las familias podrán conocer más sobre la importancia de la solidaridad y el impacto del trabajo colaborativo.

¡Nos vemos ahí! 🏡💙🫱🏼‍🫲🏽";2025-04-08 12:57;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7315402495676039168";11;0;17;5;893;"3.7";;;;
"#Novedades para toda la comunidad educativa 📣👇🏼

Los invitamos a participar del voluntariado para colegios secundarios, porque creemos en la importancia de aprender haciendo, en el trabajo colaborativo y el aprendizaje constante. 

🏡 Por eso motivamos el espacio de construcción como un encuentro multidisciplinario para seguir construyendo en comunidad.

📩 Para más información escribinos a secundarios.argentina@techo.org 

#construcción #secundarios #egresados #aprendizaje #docentes";2025-04-08 11:59;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7315387757634191360";21;0;647;5;2447;"27.5";;;;"document"
"Buenas noticias 🥳 Este fin de semana vamos a estar presentes en @Bioferia compartiendo toda la información de @TECHO - Argentina para quien quiera sumarse a nuestra gran comunidad. ¡Nos vemos ahí! 💪💚";2025-04-03 09:13;"https://www.linkedin.com/feed/update/urn:li:share:7313534196306579457";8;0;17;0;1050;"2.38";;;;"text"
"Gracias @Softys y @Elite Professional Argentina por acompañarnos en la construcción de 12 viviendas en #Zárate 🏡 

Hoy 12 familias tienen acceso a una vivienda digna y segura gracias a este trabajo en conjunto 💙🫱🏼‍🫲🏽";2025-03-31 10:11;"https://www.linkedin.com/feed/update/urn:li:share:7312461475585925122";4;0;19;0;622;"3.7";;;;"text"
"Felicitaciones @Grupo Bimbo y equipo por sus logros y gracias por seguir acompañando nuestros proyectos comunitarios en barrios populares 🫱🏼‍🫲🏽";2025-03-31 10:07;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7312460445808787458";8;0;32;0;476;"8.4";;;;"text"
"📢 ¡Últimos días para postular!

Buscamos Director/a de Innovación en Desarrollo de Recursos para TECHO - Argentina 🏡

Si querés ser parte del desafío de construir un modelo de financiamiento innovador y sostenible para que ninguna familia viva sobre un piso de tierra, esta oportunidad es para vos.

Postulate acá: https://lnkd.in/dzj3gBn6";2025-03-28 10:39;"https://www.linkedin.com/feed/update/urn:li:share:7311381515085451264";22;0;213;4;3832;"6.24";;;;"text"
"🟢 Buscamos Director/a de Innovación en Desarrollo de Recursos para @TECHO - Argentina 🏡

En TECHO llevamos 20 años movilizando juventudes en asentamientos para que ninguna familia viva sobre un piso de tierra. Ahora, queremos dar un paso más: construir un modelo de financiamiento innovador, sostenible y de impacto.

Si tenés experiencia en inversión social, desarrollo de recursos o modelos de financiamiento híbridos, esta oportunidad es para vos. 

 Tu misión:
 - Desarrollar grandes donantes (individuos, fundaciones y empresas).
 - Crear alianzas estratégicas con valor agregado.
 - Innovar en modelos de financiamiento para la sostenibilidad de TECHO.
 
Postulaciones abiertas hasta el 31 de marzo de 2025.
Consultas: oportunidades.moray@gmail.com

Postulate acá: https://lnkd.in/dzj3gBn6

#InnovaciónSocial #Impacto #Financiamiento #TECHO #OportunidadLaboral";2025-03-19 13:34;"https://www.linkedin.com/feed/update/urn:li:share:7308163937164759041";61;3;393;10;8197;"5.7";;;;"text"
"Buscamos Director/a de Innovación en Desarrollo de Recursos 🏡💪

En TECHO llevamos 20 años movilizando juventudes en asentamientos para que ninguna familia viva sobre un piso de tierra. Ahora, queremos dar un paso más: construir un modelo de financiamiento innovador, sostenible y de impacto.

💙 Si tenés experiencia en inversión social, desarrollo de recursos o modelos de financiamiento híbridos, esta oportunidad es para vos. 

#InnovaciónSocial #Impacto #Financiamiento #TECHO #OportunidadLaboral
";2025-03-19 13:31;"https://www.linkedin.com/feed/update/urn:li:share:7308163313140469761";30;0;192;2;3654;"6.13";;;;
"Buscamos #empresas que se sumen a nuestro #voluntariadocorporativo 💪

En 2024 nos pusimos como objetivo llegar a construir 1.001 viviendas para lograr que 1.001 familias dejen de vivir en un piso de tierra.

🏡 Este año queremos volver a cumplir este objetivo y para eso necesitamos trabajar en conjunto. Podes sumarte con tu empresa a financiar una vivienda y realizar un voluntariado corporativo para construirla juntos.  

Si te interesa ser parte lee más info ⬇️ o escribinos por privado!";2025-03-18 11:53;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7307776149160357888";57;2;62;6;2982;"4.26";;;;
"Este #8M decimos fuerte y claro: violencia es vivir en barrios populares sin acceso a servicios básicos. Violencia es que las mujeres sean las más afectadas por la falta de vivienda digna, el trabajo de cuidado y comunitario no remunerado, la crisis climática y la violencia de género.

En TECHO, somos muchas las mujeres que movemos esta organización: trabajadoras, voluntarias y vecinas que todos los días transformamos realidades. Y sabemos que esas desigualdades nos atraviesan y nos duelen el doble.

Por eso, hoy y siempre, soñamos y accionamos para lograr ciudades justas y libres de violencias. Porque construir un barrio digno, también es construir un presente sin violencia de género.

#8M ##DiaInternacionalDeLaMujer #IgualdadDeGenero";2025-03-08 12:05;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7304155303745363968";69;0;620;12;3772;"18.58";;;;"document"
"📢 Mujeres en barrios populares: las que sostienen la vida, la economía y la comunidad

En los 6.467 barrios populares de #Argentina, las mujeres lideran la organización comunitaria: sostienen hogares, gestionan comedores y crean redes de cuidado. Sin embargo, siguen siendo las más afectadas por la falta de vivienda digna, empleo y servicios esenciales.

En este #8M, nuestra Directora de Operaciones, @Gisella Gazzotti, reflexiona sobre el rol fundamental de las mujeres en los barrios populares y la urgencia de reconocer y redistribuir estas responsabilidades. El 85% del trabajo sociocomunitario en comedores lo realizan mujeres sin derechos laborales, y según la CEPAL, el trabajo de cuidados no remunerado equivale al 21,4% del PIB en América Latina.

💜 Leé la columna completa acá 👉 https://lnkd.in/duJBzFck 

#8M #DíaInternacionalDeLaMujer #IgualdadDeGénero
";2025-03-08 11:55;"https://www.linkedin.com/feed/update/urn:li:share:7304152684616466433";57;0;34;7;1719;"5.7";;;;"image"
"Buscamos personal (#hiring) para el cargo de Responsable de Informacion y Tecnologia en Greater Buenos Aires. Solicita hoy el empleo o comparte esta publicación con tu red.";2025-02-21 09:25;"https://www.linkedin.com/feed/update/urn:li:share:7298679279565824001";23;0;210;9;3657;"6.62";;;;
"Todos nuestros proyectos se construyen en conjunto 🛠️💪💙

En diciembre estuvimos presentes en un evento muy grande para las juventudes, el #BSASTRAP 🎤 gracias al espacio que nos brindó @Dale Play que nos permitió llegar a que más personas conozcan nuestro trabajo.

Agradecemos a todos los que colaboraron en hacer realidad este proyecto, dedicando tiempo, materiales y realizando el montaje de una vivienda sustentable:

- Materiales: Placas Fagua Audax
- Ingeniería y montaje: PANELFRAME
- Desarrollo: @Desisco +B 📩 info@desiscomasb.com
- Letras corpóreas: @PRINTECO Servicios Gráficos


Gracias a @Rodrigo Ballester y a @Juan Manuel Simón por la gestión y organización para materializar esta vivienda en tiempo récord, y a @Luciana Grosman por el desarrollo creativo de la intervención.

Este proyecto nos permitió articular con el sector privado para desarrollar soluciones con triple impacto, impulsando nuestra evolución como organización y fortaleciendo nuestro compromiso con un futuro sostenible.";2025-02-13 13:19;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7295838882116386816";42;2;151;0;1886;"10.34";;;;"multiimage"
"Buscamos personal (#hiring) para el cargo de Lider de equipo de captación de fondos en vía pública en Greater Buenos Aires. Solicita hoy el empleo o comparte esta publicación con tu red.";2025-01-23 09:41;"https://www.linkedin.com/feed/update/urn:li:share:7288174073405190144";8;0;76;1;2044;"4.16";;;;
"Arrancamos el 2025 con nuevos desafíos y vos podes ser parte 💪

Si querés sumarte a nuestro equipo de trabajo ¡esta es tu oportunidad! 

Podés ver las búsquedas abiertas acá https://lnkd.in/dSKTgB3Y

#hiring #busquedasabiertas #busquedalaboral #rrhh 
";2025-01-17 08:55;"https://www.linkedin.com/feed/update/urn:li:share:7285988011069083648";51;1;1493;7;13687;"11.34";;;;"article"
"Buscamos personal (#hiring) para el cargo de Freelancers - Proyecto de Fidelización en Argentina. Solicita hoy el empleo o comparte esta publicación con tu red.";2025-01-14 09:49;"https://www.linkedin.com/feed/update/urn:li:share:7284914615702990850";11;0;305;2;2775;"11.46";;;;
"#OportunidadLaboral 🟢

¡Arrancamos el 2025 ampliando nuestro equipo! 
Mirá las búsquedas activas y aplicá en el link correspondiente 👇🏼

➡️Coordinación Social Proyecto de Innovación de la Vivienda
https://lnkd.in/dNFvabSx
➡️Coordinación Técnica Proyecto de Innovación de la Vivienda
https://lnkd.in/dKqSHK4M
➡️Ejecutivo/a de Cuentas Nacional Jr https://lnkd.in/dPucUgSr
➡️Coordinación de Diálogo Directo https://lnkd.in/dZjNEbFG

#empleo #rrhh ";2025-01-07 11:23;"https://www.linkedin.com/feed/update/urn:li:share:7282401515569336320";169;16;2656;14;21302;"13.4";;;;"image"
"Te estamos buscando 💙 ¡Sumate a nuestro equipo!

Conocé más sobre el perfil y postulá acá 👉 https://lnkd.in/d2JzR8R8";2025-01-07 10:06;"https://www.linkedin.com/feed/update/urn:li:share:7282382050349735938";22;0;343;0;5284;"6.91";;;;"text"
"Cada año, desde TECHO publicamos un informe que analiza los principales desafíos en el acceso a la vivienda y al hábitat en los barrios populares de Argentina, mostrando cómo esta situación afecta la vida de millones de personas. 

Nuestro análisis contempla tres factores clave: 
1️⃣La política macroeconómica enfocada en reducir la inflación y eliminar el déficit fiscal. 
2️⃣La necesidad de financiamiento para la política de integración social y urbana. 
3️⃣La dimensión estructural e histórica de la pobreza en Argentina.

Creemos que este análisis es necesario para reflexionar sobre qué acciones queremos trabajar para el 2025 y poder construir un futuro donde nadie viva en un piso de tierra. 

#hábitat #vivienda #barriospopulares #gestión";2024-12-23 15:31;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7277027953115357185";68;2;1173;7;3303;"37.84";;;;"document"
"QUEREMOS CONSTRUIR 1.001 VIVIENDAS

Este año nos propusimos construir 1.001 viviendas, con el desafío de que 1.001 familias dejen de vivir sobre un piso de tierra y terminen el 2024 bajo un techo seguro.

Gracias a todas las empresas que nos acompañaron, nuestros socios y socias y a todo el equipo de voluntariado hoy llegamos construir a 960 viviendas 🙌🏼

Todavía estás a tiempo de sumarte para que logremos el objetivo, doná en https://lnkd.in/eUV266zB";2024-12-18 13:27;"https://www.linkedin.com/feed/update/urn:li:share:7275184825584476160";54;1;47;4;1337;"7.93";;;;"image"
"Gracias a todo el equipo de @Grupo Bimbo por sumarse a este proyecto y seguir construyendo nuevos espacios comunitarios para los vecinos 🏘️

¡Juntos hacemos la diferencia! #Bimbo #TECHO ";2024-12-18 08:59;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7275117450789072896";13;0;47;1;669;"9.12";;;;"text"
"¡Gracias a todo el equipo de @Microsoft por sumarse a construir! 💙🏘️";2024-12-18 08:51;"https://www.linkedin.com/feed/update/urn:li:ugcPost:7275115579496161280";7;0;49;0;451;"12.42";;;;"text"
"Durante 1 semana, más de 1.400 personas, entre familias de los barrios, voluntariado de 12 provincias y la comunidad local, nos movilizamos para construir 131 viviendas en Concordia, Entre Ríos.

Hoy 131 familias tienen un techo donde vivir, con baño y conexión eléctrica segura 💙

Durante los últimos meses trabajamos junto al Gobierno de Entre Ríos, a través de un convenio de colaboración con la Municipalidad de Concordia y el INVYTAM para llevar adelante este proyecto.

Gracias a todos los que fueron parte: desde voluntarios/as, vecinos/as, cooperativas y proveedores locales, hasta el gran equipo de @TECHO - Argentina detrás de toda esta gran logística.

Seguiremos trabajando para lograr una Argentina donde nadie viva en un piso de tierra 🏘️💙";2024-12-06 10:57;"https://www.linkedin.com/feed/update/urn:li:share:7270798494557163520";13;2;14;2;943;"3.29";;;;"article"
